0, -0.0134223, 0.133072, -1.58517
0.0523102, -0.013614, 0.133072, -1.58632
0.0598552, -0.013614, 0.133456, -1.58747
0.109767, -0.0138058, 0.133456, -1.58862
0.159562, -0.0138058, 0.133072, -1.58978
0.208202, -0.0138058, 0.133456, -1.59093
0.261138, -0.0139975, 0.133456, -1.59208
0.31156, -0.0141893, 0.133648, -1.59323
0.36102, -0.0141893, 0.133264, -1.59457
0.410581, -0.0141893, 0.133264, -1.59572
0.461445, -0.014381, 0.133456, -1.59687
0.511268, -0.0145728, 0.133264, -1.59783
0.564231, -0.0147645, 0.133456, -1.59898
0.613365, -0.0149563, 0.133839, -1.59994
0.663719, -0.0149563, 0.133839, -1.60109
0.713425, -0.0149563, 0.133648, -1.60243
0.765598, -0.015148, 0.133839, -1.60358
0.815192, -0.015148, 0.133839, -1.60473
0.86606, -0.015148, 0.134031, -1.60588
0.914781, -0.0153398, 0.133648, -1.60703
0.966988, -0.0153398, 0.133839, -1.60837
1.01865, -0.0153398, 0.134031, -1.60953
1.06853, -0.0153398, 0.134223, -1.61068
1.1172, -0.0155315, 0.133839, -1.61183
1.16796, -0.0155315, 0.133839, -1.61298
1.21973, -0.0157233, 0.134031, -1.61394
1.26874, -0.0155315, 0.134031, -1.61509
1.3203, -0.0157233, 0.133839, -1.61643
1.3704, -0.0157233, 0.133839, -1.61739
1.42103, -0.015915, 0.134031, -1.61873
1.47113, -0.015915, 0.133648, -1.61988
1.52198, -0.015915, 0.133839, -1.62103
1.57162, -0.0161068, 0.134031, -1.62199
1.62354, -0.0161068, 0.134223, -1.62333
1.6723, -0.0161068, 0.133839, -1.62429
1.72291, -0.0162985, 0.134223, -1.62544
1.77494, -0.0161068, 0.134223, -1.62659
1.82611, -0.0162985, 0.134415, -1.62793
1.87479, -0.0162985, 0.134031, -1.62889
1.92549, -0.0164903, 0.134223, -1.63004
1.97811, -0.016682, 0.134415, -1.631
2.02801, -0.0168737, 0.134606, -1.63215
2.07597, -0.0168737, 0.134223, -1.6333
2.12768, -0.0168737, 0.134415, -1.63445
2.17973, -0.0170655, 0.134415, -1.6356
2.22978, -0.0170655, 0.134606, -1.63656
2.27812, -0.0172572, 0.134415, -1.63771
2.32812, -0.0172572, 0.134415, -1.63886
2.37985, -0.0172572, 0.134606, -1.63982
2.42968, -0.017449, 0.134415, -1.64097
2.48059, -0.017449, 0.134606, -1.64212
2.53028, -0.017449, 0.134798, -1.64327
2.58214, -0.017449, 0.13499, -1.64442
2.63313, -0.0176407, 0.134798, -1.64538
2.68393, -0.0176407, 0.134798, -1.64653
2.73259, -0.0178325, 0.13499, -1.64749
2.78555, -0.0180242, 0.134415, -1.64845
2.83461, -0.0185995, 0.129429, -1.64749
2.88427, -0.0201334, 0.124636, -1.64692
2.93733, -0.0218592, 0.119075, -1.64634
2.98699, -0.0239684, 0.117733, -1.64615
3.0368, -0.0258859, 0.119267, -1.6473
3.08634, -0.0258859, 0.120609, -1.64883
3.13867, -0.0232014, 0.120992, -1.64711
3.18801, -0.0195582, 0.119458, -1.64557
3.2379, -0.0164903, 0.117541, -1.64692
3.28885, -0.0147645, 0.115624, -1.64826
3.33958, -0.0138058, 0.112172, -1.64864
3.38985, -0.0128471, 0.109488, -1.64979
3.43915, -0.0132306, 0.106036, -1.65075
3.49031, -0.0132306, 0.10316, -1.64979
3.54172, -0.0124636, 0.102201, -1.6496
3.59173, -0.0115048, 0.102776, -1.65075
3.64194, -0.0113131, 0.10431, -1.65152
3.69125, -0.0116966, 0.104502, -1.6519
3.74454, -0.0120801, 0.103352, -1.65286
3.79325, -0.0126553, 0.101242, -1.6542
3.84271, -0.0139975, 0.0987498, -1.65478
3.89402, -0.0145728, 0.096257, -1.65535
3.94639, -0.014381, 0.0933808, -1.65574
3.99522, -0.0134223, 0.0903129, -1.6565
4.04608, -0.0124636, 0.0889707, -1.65727
4.0972, -0.0116966, 0.0899294, -1.65785
4.14669, -0.0118883, 0.0928056, -1.65861
4.19657, -0.0118883, 0.0966405, -1.659
4.24747, -0.0113131, 0.101051, -1.65938
4.29906, -0.00920386, 0.10431, -1.6588
4.34792, -0.00517717, 0.104886, -1.65689
4.39783, -0.00115048, 0.103735, -1.65689
4.44853, -0.00115048, 0.105844, -1.65938
4.50045, -0.00479368, 0.112364, -1.66245
4.55046, -0.0124636, 0.121568, -1.66417
4.60012, -0.0220509, 0.133264, -1.66552
4.65095, -0.0289538, 0.142468, -1.66609
4.70278, -0.03183, 0.14381, -1.66628
4.75292, -0.0337475, 0.141893, -1.66782
4.8035, -0.0370072, 0.137674, -1.6705
4.85501, -0.0402669, 0.129621, -1.66935
4.90396, -0.0404586, 0.12291, -1.66878
4.95503, -0.0400751, 0.119842, -1.66973
5.00475, -0.0408421, 0.118691, -1.67127
5.05652, -0.0400751, 0.114857, -1.67261
5.1067, -0.035665, 0.108145, -1.67319
5.1552, -0.0301043, 0.101626, -1.67395
5.20704, -0.0268446, 0.100284, -1.67664
5.25897, -0.0272281, 0.103927, -1.6776
5.30778, -0.0304878, 0.112364, -1.67721
5.35754, -0.0339392, 0.125786, -1.67491
5.40856, -0.0383494, 0.139975, -1.67453
5.4601, -0.0402669, 0.146495, -1.67721
5.50917, -0.0394999, 0.146111, -1.68066
5.55875, -0.0366237, 0.143619, -1.68028
5.61011, -0.0368154, 0.144961, -1.68086
5.6634, -0.0381577, 0.143235, -1.68431
5.71176, -0.0416091, 0.14592, -1.68565
5.76126, -0.0450606, 0.15033, -1.6868
5.81433, -0.0464028, 0.149946, -1.68872
5.86382, -0.0452523, 0.148988, -1.68872
5.91436, -0.0427596, 0.146495, -1.68795
5.96353, -0.0402669, 0.142276, -1.68833
6.01533, -0.0385412, 0.138825, -1.69006
6.06509, -0.0375824, 0.136907, -1.69217
6.11392, -0.0371989, 0.133839, -1.69274
6.16579, -0.0402669, 0.135182, -1.6937
6.21649, -0.0446771, 0.139017, -1.69504
6.26643, -0.0488955, 0.141509, -1.69715
6.31769, -0.0513882, 0.141893, -1.69984
6.36703, -0.0517717, 0.141701, -1.70176
6.41888, -0.0506212, 0.141509, -1.70137
6.46761, -0.047745, 0.139975, -1.69945
6.51859, -0.0441018, 0.137674, -1.69945
6.56936, -0.0406504, 0.137483, -1.70329
6.62156, -0.0371989, 0.137866, -1.7054
6.67025, -0.0387329, 0.141318, -1.70904
6.72138, -0.0433348, 0.14707, -1.71499
6.81749, -0.0494708, 0.148412, -1.71748
6.82353, -0.0550314, 0.149754, -1.7171
6.8727, -0.0582911, 0.153973, -1.71652
6.92213, -0.0584829, 0.160684, -1.71786
6.97897, -0.0582911, 0.165478, -1.7192
7.02484, -0.0586746, 0.165478, -1.71805
7.07451, -0.0600168, 0.162026, -1.71997
7.12469, -0.0577159, 0.161451, -1.72208
7.17708, -0.0554149, 0.158191, -1.72266
7.22614, -0.0559902, 0.157808, -1.72515
7.27611, -0.0577159, 0.158, -1.72572
7.32683, -0.0582911, 0.160492, -1.72534
7.37753, -0.0580994, 0.164327, -1.72649
7.42729, -0.0588664, 0.167395, -1.72937
7.47709, -0.0602086, 0.171422, -1.73109
7.52875, -0.0600168, 0.174298, -1.73013
7.58124, -0.0590581, 0.17564, -1.7309
7.62848, -0.0582911, 0.176791, -1.7332
7.68057, -0.0571406, 0.177941, -1.73378
7.73046, -0.0552232, 0.180626, -1.73397
7.78202, -0.0542644, 0.182735, -1.7355
7.8309, -0.0550314, 0.181776, -1.73742
7.88085, -0.0567571, 0.180818, -1.73876
7.93351, -0.0573324, 0.179092, -1.73838
7.98388, -0.0580994, 0.178708, -1.73876
8.03213, -0.0594416, 0.178325, -1.74011
8.08313, -0.0604003, 0.178708, -1.74068
8.13482, -0.0605921, 0.179475, -1.74126
8.18479, -0.0600168, 0.180242, -1.74298
8.23465, -0.0573324, 0.185419, -1.74241
8.28544, -0.0540727, 0.188679, -1.73953
8.33733, -0.0506212, 0.191364, -1.73876
8.38755, -0.0467863, 0.193281, -1.73819
8.43586, -0.0425679, 0.196541, -1.73761
8.48678, -0.0385412, 0.198075, -1.73876
8.53745, -0.0352815, 0.199033, -1.74087
8.58877, -0.0335557, 0.199225, -1.74241
8.63919, -0.033364, 0.198842, -1.74356
8.69058, -0.0335557, 0.196924, -1.74375
8.74082, -0.034131, 0.194623, -1.74336
8.78946, -0.0358567, 0.191172, -1.74317
8.84159, -0.0394999, 0.187337, -1.7449
8.89027, -0.0431431, 0.183885, -1.74624
8.94412, -0.0450606, 0.18216, -1.74605
8.9923, -0.0452523, 0.181201, -1.74567
9.04312, -0.0446771, 0.181968, -1.74682
9.09447, -0.0452523, 0.181393, -1.74854
9.14335, -0.0452523, 0.180434, -1.74893
9.19453, -0.0456358, 0.181009, -1.74854
9.24512, -0.0462111, 0.180626, -1.75008
9.29706, -0.047745, 0.178708, -1.75123
9.34558, -0.0481285, 0.176407, -1.75084
9.39587, -0.0460193, 0.176791, -1.75027
9.44667, -0.0402669, 0.179284, -1.75046
9.4971, -0.0339392, 0.18331, -1.75008
9.54692, -0.0301043, 0.184652, -1.7518
9.5984, -0.0301043, 0.18331, -1.75449
9.64881, -0.0304878, 0.183118, -1.75679
9.70071, -0.0306795, 0.183694, -1.75736
9.7492, -0.03183, 0.182735, -1.7587
9.80033, -0.032597, 0.183502, -1.76043
9.85208, -0.0322135, 0.18657, -1.76081
9.90171, -0.0304878, 0.190021, -1.76196
9.95061, -0.0285703, 0.192898, -1.76446
10.0015, -0.0276116, 0.194432, -1.76561
10.0531, -0.0281868, 0.192514, -1.76522
10.1019, -0.0295291, 0.188487, -1.76446
10.1528, -0.0297208, 0.185036, -1.76407
10.2039, -0.0293373, 0.18331, -1.76446
10.2546, -0.0272281, 0.184269, -1.76561
10.305, -0.0235849, 0.184461, -1.76676
10.3542, -0.0201334, 0.183694, -1.76791
10.4048, -0.0164903, 0.185036, -1.76925
10.4568, -0.0109296, 0.188871, -1.77117
10.5065, -0.00268446, 0.194623, -1.77117
10.6003, 0.00575241, 0.20306, -1.77328
10.6072, 0.0139975, 0.21073, -1.7775
10.6593, 0.0220509, 0.216674, -1.78114
10.7093, 0.0276116, 0.22166, -1.78459
10.76, 0.0297208, 0.223002, -1.78823
10.8111, 0.0276116, 0.219359, -1.79188
10.8604, 0.0207087, 0.210922, -1.79494
10.9118, 0.00997085, 0.195199, -1.79935
10.9599, 0.00191747, 0.179667, -1.80108
11.0139, 0, 0.176024, -1.80319
11.1074, 0.00287621, 0.173339, -1.80645
11.1563, 0.00709464, 0.171422, -1.80779
11.1623, 0.00728639, 0.167779, -1.81105
11.213, 0.0036432, 0.158767, -1.81738
11.2629, -0.000958736, 0.148796, -1.82256
11.3142, -0.00345145, 0.145153, -1.82697
11.3649, -0.00134223, 0.147837, -1.83195
11.4154, 0.00613591, 0.157616, -1.83617
11.465, 0.0149563, 0.167012, -1.84135
11.5162, 0.0214757, 0.176599, -1.84883
11.5663, 0.0287621, 0.185419, -1.85381
11.6176, 0.0329805, 0.188871, -1.85611
11.6678, 0.03183, 0.185803, -1.85841
11.7178, 0.0281868, 0.181009, -1.86148
11.7693, 0.0253106, 0.173339, -1.86551
11.8199, 0.0212839, 0.167012, -1.87068
11.869, 0.0191747, 0.166436, -1.87644
11.9199, 0.0185995, 0.16241, -1.882
11.9714, 0.0180242, 0.160109, -1.88602
12.0203, 0.0170655, 0.157808, -1.89024
12.0712, 0.0162985, 0.15474, -1.89484
12.1219, 0.015148, 0.15148, -1.89964
12.1727, 0.0138058, 0.147454, -1.90405
12.2226, 0.0134223, 0.14266, -1.90923
12.2732, 0.0138058, 0.137099, -1.91421
12.3232, 0.0141893, 0.131539, -1.91843
12.3741, 0.0153398, 0.124444, -1.92226
12.4248, 0.0184077, 0.114281, -1.92667
12.4746, 0.0216674, 0.10642, -1.93166
12.5256, 0.0241601, 0.100284, -1.93588
12.5774, 0.0255024, 0.096257, -1.94067
12.6263, 0.0266528, 0.0922304, -1.94642
12.676, 0.0281868, 0.0889707, -1.95122
12.7293, 0.0308713, 0.084944, -1.95525
12.7796, 0.034898, 0.0807255, -1.9585
12.8723, 0.0394999, 0.0763153, -1.95889
12.8782, 0.0431431, 0.0728639, -1.95908
12.9312, 0.0458276, 0.0697959, -1.95946
12.9798, 0.0488955, 0.0665362, -1.961
13.0297, 0.0519635, 0.0642353, -1.96445
