1 1 1
1 2 0.503955
1 3 0.513092
1 4 0.537948
1 5 0.581408
1 6 0.458547
1 7 0.576884
1 8 0.565729
1 9 0.513429
1 10 0.475135
1 11 0.74011
1 12 0.516833
1 13 0.494158
1 14 0.502914
1 15 0.669445
1 16 0.471279
1 17 0.524219
1 18 0.570661
1 19 0.549789
1 20 0.468768
1 21 0.622384
1 22 0.5428
1 23 0.45375
1 24 0.485608
1 25 0.421764
1 26 0.383147
1 27 0.355225
1 28 0.310504
1 29 0.294907
1 30 0.252057
1 31 0.239109
1 32 0.237203
1 33 0.201075
1 34 0.18195
1 35 0.148215
1 36 0.11992
1 37 0.105208
1 38 0.107504
1 39 0.0710067
1 40 0.0593226
1 41 0.0429083
1 42 0.0187456
1 43 0.0237961
1 44 0.0197278
1 45 0.0111538
1 46 0.0104326
1 47 0
1 48 0.00827254
1 49 0.00273172
1 50 0.000963292
1 51 0.0011774
1 52 0
1 53 0
1 54 0
1 55 0
1 56 0
1 57 0
1 58 0
1 59 0
1 60 0
1 61 0
1 62 0
1 63 0
1 64 0
1 65 0
1 66 0
1 67 0
1 68 0
1 69 0
1 70 0
1 71 0
1 72 0
1 73 0
1 74 0
1 75 0
1 76 0
1 77 0
1 78 0
1 79 0
1 80 0
1 81 0.00413627
1 82 0.0071876
1 83 0
1 84 0.00402141
1 85 0
1 86 0.00169563
1 87 0.0107735
1 88 0.00842532
1 89 0.00668843
1 90 0.011225
1 91 0.0179879
1 92 0.0307375
1 93 0.033033
1 94 0.0357969
1 95 0.0344011
1 96 0.041413
1 97 0.0412491
1 98 0.0539684
1 99 0.0589356
1 100 0.0745206
1 101 0.0608786
1 102 0.0798956
1 103 0.0833512
1 104 0.0961763
1 105 0.0988274
1 106 0.0988807
1 107 0.114845
1 108 0.151603
1 109 0.178253
1 110 0.194879
1 111 0.203867
1 112 0.21885
1 113 0.18966
1 114 0.268414
1 115 0.280044
1 116 0.315541
1 117 0.361572
1 118 0.39774
1 119 0.40595
1 120 0.450371
1 121 0.396293
1 122 0.453549
1 123 0.469398
1 124 0.484844
1 125 0.472429
1 126 0.494084
1 127 0.469524
1 128 0.444536
1 129 0.463363
1 130 0.436401
1 131 0.426896
1 132 0.404855
1 133 0.384719
1 134 0.424383
1 135 0.422155
1 136 0.432413
1 137 0.371046
1 138 0.326938
1 139 0.30706
1 140 0.33339
2 1 0.503955
2 2 1
2 3 0.468826
2 4 0.49796
2 5 0.558719
2 6 0.622812
2 7 0.466821
2 8 0.595255
2 9 0.566602
2 10 0.492868
2 11 0.460942
2 12 0.730465
2 13 0.472594
2 14 0.517171
2 15 0.503268
2 16 0.680524
2 17 0.464704
2 18 0.499159
2 19 0.544083
2 20 0.558254
2 21 0.458793
2 22 0.61681
2 23 0.464818
2 24 0.472546
2 25 0.466096
2 26 0.407919
2 27 0.379932
2 28 0.334354
2 29 0.277615
2 30 0.278467
2 31 0.242045
2 32 0.233133
2 33 0.206457
2 34 0.198077
2 35 0.150651
2 36 0.138823
2 37 0.129178
2 38 0.121516
2 39 0.118912
2 40 0.0688512
2 41 0.0402015
2 42 0.023872
2 43 0.0212006
2 44 0.0160453
2 45 0.0186981
2 46 0.0162722
2 47 0.00456166
2 48 0.00361884
2 49 0.00370286
2 50 0
2 51 0
2 52 0
2 53 0
2 54 0
2 55 0
2 56 0.00242179
2 57 0
2 58 0.00370041
2 59 0.0026522
2 60 0
2 61 0
2 62 0
2 63 0
2 64 0
2 65 0
2 66 0
2 67 0
2 68 0
2 69 0
2 70 0
2 71 0
2 72 0
2 73 0
2 74 0
2 75 0
2 76 0
2 77 0
2 78 0
2 79 0
2 80 0
2 81 0
2 82 0.000970619
2 83 0.00413627
2 84 0
2 85 0.004375
2 86 0.00411114
2 87 0.00936084
2 88 0.00721267
2 89 0.00639571
2 90 0.0240751
2 91 0.0266277
2 92 0.0165887
2 93 0.0347694
2 94 0.0373552
2 95 0.0371412
2 96 0.031368
2 97 0.0499139
2 98 0.0520333
2 99 0.0864281
2 100 0.0701905
2 101 0.0651294
2 102 0.0782167
2 103 0.061631
2 104 0.0719548
2 105 0.0923868
2 106 0.10584
2 107 0.120559
2 108 0.186129
2 109 0.177131
2 110 0.216153
2 111 0.220035
2 112 0.250349
2 113 0.259761
2 114 0.256276
2 115 0.313509
2 116 0.337919
2 117 0.385672
2 118 0.366614
2 119 0.413881
2 120 0.405147
2 121 0.466179
2 122 0.455223
2 123 0.418686
2 124 0.472989
2 125 0.462742
2 126 0.466428
2 127 0.46025
2 128 0.440303
2 129 0.433668
2 130 0.429696
2 131 0.422761
2 132 0.399524
2 133 0.397692
2 134 0.434306
2 135 0.457952
2 136 0.410647
2 137 0.367546
2 138 0.336169
2 139 0.304738
2 140 0.331762
3 1 0.513092
3 2 0.468826
3 3 1
3 4 0.446755
3 5 0.510029
3 6 0.509253
3 7 0.581398
3 8 0.457888
3 9 0.549333
3 10 0.534973
3 11 0.488341
3 12 0.444576
3 13 0.719464
3 14 0.512647
3 15 0.525971
3 16 0.473706
3 17 0.686353
3 18 0.478953
3 19 0.469047
3 20 0.52059
3 21 0.555532
3 22 0.44757
3 23 0.467792
3 24 0.503729
3 25 0.425814
3 26 0.355203
3 27 0.339886
3 28 0.331377
3 29 0.302559
3 30 0.284038
3 31 0.260763
3 32 0.222543
3 33 0.226082
3 34 0.17959
3 35 0.161314
3 36 0.147321
3 37 0.131041
3 38 0.133
3 39 0.109324
3 40 0.0585815
3 41 0.0500306
3 42 0.0205432
3 43 0.0302514
3 44 0.0228668
3 45 0.0195259
3 46 0.0114629
3 47 0.00477095
3 48 0.0101953
3 49 0
3 50 0.00547165
3 51 0.00265179
3 52 0
3 53 0.0023604
3 54 0
3 55 0
3 56 0
3 57 0.00238455
3 58 0
3 59 0
3 60 0
3 61 0
3 62 0
3 63 0
3 64 0
3 65 0
3 66 0
3 67 0
3 68 0
3 69 0
3 70 0
3 71 0
