1 1 1 0 0 0 0 -0 0
1 2 0.445422 0.0547688 0.0780516 -0.0254054 -0.00570159 0.00162742 -0.00339517
1 3 0.469611 -0.0369711 0.00225735 -0.0660005 -0.00154272 -0.00395103 -0.00101679
1 4 0.534943 0.0570279 0.0278854 0.00936174 -0.000917465 -0.0011189 -0.000938059
1 5 0.609861 0.0351394 0.0024972 -0.000877619 2.69562e-05 0.00182202 -0.000617563
1 6 0.392274 0.007514 -0.00664139 0.0798991 -0.000775264 -0.00182857 -0.00232322
1 7 0.548174 -0.0283501 0.0146112 -0.0890472 -0.00136275 -0.00254135 -0.000214188
1 8 0.598525 0.0249338 0.00834894 0.0246384 -0.000504583 0.000295926 -0.000556067
1 9 0.51494 0.00734138 0.0131679 -0.0188706 -0.00103422 0.000808223 -0.00176354
1 10 0.406765 0.0240092 0.0917349 -0.0751357 -0.0168519 0.000512771 0.00265724
1 11 0.703566 -0.0139312 0.00605822 -0.0124218 -0.000207976 -0.000508064 -0.000265915
1 12 0.490358 0.0106564 -0.0047164 0.00792217 0.000210687 0.000300594 -0.00282949
1 13 0.424051 0.0240757 0.00659943 -0.064255 -0.00154156 -0.00217843 -0.00256944
1 14 0.413014 0.0511745 -0.072413 0.0244179 -0.00354041 -0.00245745 -0.00865547
1 15 0.531444 0.0105641 0.00204182 0.000690222 -0.000364334 0.00115233 0.000203992
1 16 0.301822 0.0271654 0.0124574 0.134089 0.00116842 0.000671977 0.00101273
1 17 0.477463 -0.00239432 0.0137033 -0.0766392 -0.0024724 -0.00366864 -0.00156649
1 18 0.450452 0.0216806 0.0158291 0.010554 -0.00129043 0.000156833 0.000144884
1 19 0.557286 0.0117444 0.00832415 0.0076642 -0.000404492 0.00145797 0.000111709
1 20 0.418557 0.0592176 0.00538254 -0.0148726 -0.00167623 -6.38864e-06 -0.00129616
1 21 0.525171 -0.0402339 -0.00759029 -0.0429759 -0.000239246 -0.000563429 0.000191493
1 22 0.449826 0.00522923 0.121429 -0.0123482 -0.0098642 0.00193327 0.000170056
1 23 0.374101 -0.0118878 0.0538797 -0.164203 0.0072642 -0.00147975 -0.00393375
1 24 0.356685 -0.0151446 0.149668 -0.821316 0.0116974 -0.00354671 -0.0121822
1 25 0.33292 -0.0589961 0.139476 -1.77075 0.0196968 -0.0188077 -0.000181293
1 26 0.260382 -0.281566 -0.0106535 -3.17344 0.003261 0.0200251 -0.000633255
1 27 0.243322 -0.89148 0.0958762 -4.43621 0.00674766 0.113508 0.0129631
1 28 0.0691533 -0.228278 -0.291695 -5.91322 -0.0869162 0.0786826 -0.106715
1 29 0.0345057 0.581165 -0.530456 -5.2913 -0.0363348 -0.120107 0.028637
1 30 0.0225407 0.510058 0.218191 -1.70097 0.000142723 0.060006 -0.0206821
1 31 0.0184965 6.8158 0.272661 -1.19419 3.0493 1.37317 3.03744
1 32 0.0374719 0.0528884 -0.352779 -10.9142 0.0326762 -0.106737 0.0226873
1 33 0.0244719 0.868672 -0.0235527 -0.877686 0.00215725 -0.00330756 -0.0128502
1 34 0.0163127 3.57023 -0.2674 5.52991 0.573381 -1.38452 -0.63136
1 35 0.0181214 3.14361 0.341337 2.8674 0.265769 -1.4992 -0.204404
1 36 0.0167502 2.5015 0.858975 6.11972 2.17819 -1.5289 -2.079
1 37 0.0209367 3.6474 -0.0161197 2.30896 0.289109 -1.40286 -0.334724
1 38 0.0195207 2.57265 0.666428 3.41442 0.545003 -1.50345 -0.444434
1 39 0.0134381 5.29737 1.42544 -1.83319 3.07727 1.51004 -3.09612
1 40 0.0244346 2.41626 0.0643644 -3.30611 0.0213814 -0.487594 -0.0218489
1 41 0.0169046 -1.53561 0.271327 7.61641 -3.11554 -0.930464 -3.02566
1 42 0.0120372 4.13251 0.959803 4.44773 -0.119911 -1.48513 0.131849
1 43 0.0174732 0.68844 -0.392399 8.29123 -3.09379 -1.37254 -2.80191
1 44 0.0194879 0.743179 0.100137 7.74072 3.02766 -1.31852 -3.04271
1 45 0.0169848 0.244092 -1.00996 9.13246 -3.06765 -1.32691 3.13414
1 46 0.0176176 2.20736 -0.160707 5.52501 0.86614 -1.40286 -0.582394
1 47 0.0240676 3.25702 0.204588 3.4421 0.08105 -1.4488 0.00410237
1 48 0.0165865 1.36727 0.389889 1.58963 2.5313 -1.52669 -2.45721
1 49 0.0187273 3.44412 0.3236 0.804711 0.0407447 -1.33354 -0.0310303
1 50 0.0173825 2.61847 -0.0323248 -1.63875 -0.0230775 -1.17327 0.0499628
1 51 0.0166113 2.55739 0.053076 2.11953 0.249957 -1.36467 -0.0725203
1 52 0.0195284 2.57955 0.194512 10.6407 2.99673 -1.53981 -2.8982
1 53 0.0242247 3.26845 0.155974 9.71545 0.546896 -1.51192 -0.446563
1 54 0.0187654 2.34617 -0.102138 2.76655 2.23639 -1.49155 -2.35655
1 55 0.0192816 1.91491 -1.05633 4.58486 -2.98957 -1.48311 2.90399
1 56 0.025612 2.51324 0.414249 3.17939 2.18792 -1.54053 -2.19355
1 57 0.0316994 2.65693 0.146903 12.5893 2.57466 -1.52206 -2.56125
1 58 0.0198465 0.550683 -0.431673 10.9981 -2.80421 -1.35781 3.01593
1 59 0.0201475 1.86375 -0.3417 5.83874 -3.03952 -1.43745 3.02613
1 60 0.0155035 2.33771 -0.494039 3.05263 1.46353 -1.49171 -1.39522
1 61 0.0209369 1.41481 -0.469449 5.01024 -3.02788 -1.41716 2.96882
1 62 0.0226577 1.16879 -0.0518332 3.07423 -2.90948 -1.41619 2.98951
1 63 0.0205278 0.652431 -0.131376 -0.369291 -0.0083342 -0.0841069 0.0166174
1 64 0.0181866 1.43482 0.0524635 -2.95424 -3.02468 -1.49274 3.07
1 65 0.0224556 3.08251 -0.0111034 2.70564 -0.0893816 -1.32108 0.123027
1 66 0.0153264 3.01335 0.0780299 -1.68582 2.34565 1.55782 2.32241
1 67 0.0192724 2.29947 0.62783 2.73234 0.182767 -1.38143 -0.0853666
1 68 0.0241322 4.6651 -0.0812411 2.08993 -0.0188146 -0.995068 0.01572
1 69 0.0168696 3.26281 0.0132575 0.491523 -0.0526144 -1.14727 -0.0649342
1 70 0.0195488 -0.357593 0.10617 1.90941 -0.100399 -1.15443 0.117992
1 71 0.0116306 -0.398583 -0.0418165 -0.753043 -0.0104619 0.0578254 -0.109282
1 72 0.0105361 1.86822 -0.154515 0.00609779 -0.000643886 0.950933 0.00393025
1 73 0.0106634 -1.48081 -0.188574 -0.0650334 0.0268841 -0.0832037 0.0494353
1 74 0.01736 -0.187758 -1.82645 -9.36091 -0.0663512 -0.117543 -0.401639
1 75 0.0117272 -3.57062 -0.639279 -7.88179 -1.8755 1.4175 -1.93183
1 76 0.0116013 -3.10618 -1.69753 -2.6478 -1.77102 1.36065 -1.75758
1 77 0.00980478 -3.46073 0.104938 -2.82303 -1.64945 1.55575 -1.54833
1 78 0.0114814 -0.372597 -0.170976 -1.35412 -0.016887 -0.515372 -0.0927732
1 79 0.00929729 -3.30799 -0.882152 -7.9562 -0.404843 1.51542 -0.30917
1 80 0.00807503 -1.17469 0.289537 -2.23565 0.147647 1.33106 -0.0241515
1 81 0.0130718 -2.91423 -0.786947 1.31304 3.04007 -1.34832 -3.10972
1 82 0.0109759 -3.00576 1.14867 -2.55989 0.344606 1.42258 0.390052
1 83 0.0134697 -1.84066 0.66992 -3.49547 -0.0915855 1.36861 -0.111375
1 84 0.0137999 0.386649 -1.02172 0.340195 0.0349035 -1.1936 -0.266792
1 85 0.0113719 -5.24753 0.189555 -4.76954 -3.01539 1.10742 -3.09757
1 86 0.0149349 1.19088 -1.11286 4.59338 0.146704 0.723437 0.0248673
1 87 0.0155043 2.66359 -0.26067 -0.180271 0.169558 1.06844 0.112767
1 88 0.0140911 2.5847 -1.11269 -2.11441 -0.123777 1.24642 -0.214527
1 89 0.0130938 -8.9667 0.464516 -6.32783 -3.02448 0.520411 -3.13275
1 90 0.0106744 -3.14584 0.84219 -6.35936 3.12131 0.534733 3.11735
1 91 0.0143247 0.375118 -0.430583 -4.40189 -0.81259 1.35506 -0.854031
1 92 0.0130232 2.63111 0.77916 5.43736 -2.67271 1.3036 -2.81891
1 93 0.012546 1.37461 0.528217 -1.90107 0.117747 -0.459692 -0.0535567
1 94 0.0165033 -7.06774 -0.371555 -9.10399 -2.72609 0.773865 -2.63422
1 95 0.0219705 -4.03198 0.340566 -7.54873 -3.01598 0.91373 -3.02608
1 96 0.0149327 -4.89849 1.15096 -10.6672 3.12097 0.940441 3.06517
1 97 0.015004 3.5041 -0.0634372 0.74044 0.038305 0.806626 0.0900644
1 98 0.0108883 1.3854 0.444896 0.164983 0.148372 -0.852912 0.0171553
1 99 0.0168703 1.3452 -0.165602 -0.815057 -3.09682 -1.31335 3.05432
1 100 0.0153302 0.628182 -0.00209069 2.92462 0.191821 -1.22213 -0.0173972
1 101 0.0165086 3.41271 0.368876 9.91556 -0.00337442 -1.2944 0.168056
1 102 0.0153209 3.61182 0.933437 9.70801 0.0359123 -1.24769 0.0986947
1 103 0.0165996 4.88793 -0.358803 5.06973 -0.0260646 -0.963812 -0.0420848
1 104 0.0191642 3.68637 1.35676 9.77759 0.00232428 -1.38778 0.0640906
