0, 0.59, 0.59
0.0983231, 0.59, 0.59
0.208124, 0.59, 0.59
0.307429, 0.59, 0.59
0.406517, 0.59, 0.59
0.506056, 0.59, 0.59
0.604504, 0.59, 0.59
0.703487, 0.59, 0.59
0.802566, 0.59, 0.59
0.901538, 0.59, 0.59
1.00029, 0.59, 0.59
1.09912, 0.59, 0.59
1.1984, 0.59, 0.59
1.30797, 0.59, 0.59
1.40794, 0.59, 0.59
1.50622, 0.59, 0.59
1.60575, 0.59, 0.59
1.70536, 0.59, 0.59
1.80292, 0.59, 0.59
1.90323, 0.59, 0.59
2.00068, 0.59, 0.59
2.09991, 0.59, 0.59
2.19928, 0.59, 0.59
2.29887, 0.59, 0.59
2.40832, 0.59, 0.59
2.50714, 0.59, 0.59
2.60591, 0.59, 0.59
2.70521, 0.59, 0.59
2.80439, 0.59, 0.59
2.90382, 0.59, 0.59
3.00252, 0.59, 0.59
3.10158, 0.59, 0.59
3.2014, 0.59, 0.59
3.29984, 0.59, 0.59
3.39758, 0.59, 0.59
3.50894, 0.59, 0.59
3.60725, 0.59, 0.59
3.70665, 0.59, 0.59
3.80515, 0.59, 0.59
3.90503, 0.59, 0.59
4.00414, 0.59, 0.59
4.10297, 0.59, 0.59
4.20096, 0.59, 0.59
4.30104, 0.59, 0.59
4.40007, 0.59, 0.59
4.49891, 0.59, 0.59
4.60864, 0.59, 0.59
4.70721, 0.59, 0.59
4.80677, 0.59, 0.59
4.90612, 0.59, 0.59
5.00443, 0.59, 0.59
5.10333, 0.59, 0.59
5.20277, 0.59, 0.59
5.30186, 0.59, 0.59
5.40116, 0.59, 0.59
5.49864, 0.59, 0.59
5.59885, 0.59, 0.59
5.70893, 0.59, 0.59
5.8084, 0.59, 0.59
5.90674, 0.59, 0.59
6.00579, 0.59, 0.59
6.1052, 0.59, 0.59
6.20316, 0.59, 0.59
6.3025, 0.59, 0.59
6.40049, 0.59, 0.59
6.50089, 0.59, 0.59
6.59979, 0.59, 0.59
6.69903, 0.59, 0.59
6.80924, 0.59, 0.59
6.90808, 0.59, 0.59
7.00696, 0.59, 0.59
7.1056, 0.59, 0.59
7.20368, 0.59, 0.59
7.3034, 0.59, 0.59
7.40277, 0.59, 0.59
7.50195, 5.71, 9.52
7.60048, 5.45, 8.87
7.69956, 2.3, 3.61
7.79938, 0.59, 0.59
7.90962, 2.43, 0.59
8.00665, 8.21, 5.71
8.10722, 7.42, 5.71
8.2056, 2.43, 2.43
8.30492, 3.61, 5.32
8.40319, 6.5, 7.03
8.50265, 6.5, 7.03
8.60514, 4.4, 6.11
8.70071, 6.5, 7.29
8.79915, 4.14, 5.06
8.89888, 3.09, 3.48
9.0091, 1.91, 6.11
9.10797, 2.04, 7.42
9.20597, 0.99, 6.11
9.30548, 5.58, 8.21
9.40501, 4.8, 7.03
9.50406, 0.99, 2.3
9.60285, 0.59, 0.59
9.70224, 0.86, 1.78
9.80124, 2.43, 3.88
9.89983, 2.57, 3.88
9.99785, 4.93, 4.14
10.1086, 3.48, 5.06
10.2074, 2.57, 4.4
10.3069, 0.99, 2.57
10.4062, 1.12, 2.57
10.5052, 4.53, 5.19
10.6038, 3.22, 4.01
10.7033, 2.69, 4.4
10.8014, 2.96, 5.85
10.9009, 3.48, 7.42
11.0007, 4.53, 7.03
11.0992, 5.58, 4.66
11.2081, 6.37, 4.27
11.3076, 5.98, 3.48
11.4071, 4.14, 4.01
11.5059, 4.66, 4.01
11.6045, 4.66, 4.4
11.7037, 3.88, 4.93
11.8034, 5.71, 5.85
11.9014, 4.27, 4.14
12.0003, 3.88, 4.8
12.1004, 3.88, 5.32
12.1989, 3.88, 3.88
12.309, 2.96, 2.96
12.407, 2.17, 2.43
12.5064, 0.59, 0.59
12.6062, 0.59, 0.59
12.7052, 0.59, 0.86
12.8035, 1.25, 2.3
12.9031, 2.96, 5.06
13.0009, 5.98, 6.64
13.1009, 2.96, 3.75
13.1994, 5.32, 5.06
13.2994, 5.45, 5.71
13.4084, 4.01, 3.48
13.5079, 4.93, 3.88
13.6077, 6.64, 3.35
13.7059, 5.19, 3.61
13.8042, 4.53, 5.85
13.9035, 3.09, 6.76
14.0019, 4.4, 8.08
14.1015, 4.4, 6.24
14.2017, 3.88, 4.01
14.2995, 3.48, 3.61
14.3985, 1.12, 3.22
14.5087, 0.59, 2.43
14.6072, 1.51, 2.43
14.7064, 2.57, 5.19
14.8058, 5.45, 6.76
14.9052, 2.43, 4.01
15.0045, 2.3, 2.83
15.1024, 5.98, 3.61
15.2018, 4.53, 5.32
15.3003, 4.27, 5.85
15.399, 4.93, 5.98
15.4989, 2.43, 5.19
15.6088, 1.51, 2.83
15.7084, 0.59, 4.01
15.8056, 6.64, 9
15.9057, 4.4, 9
16.0049, 2.43, 5.71
16.1034, 1.12, 4.14
16.2034, 1.38, 5.19
16.3017, 1.38, 4.93
16.4002, 0.59, 5.32
16.4999, 0.99, 6.24
16.5989, 0.59, 7.29
16.7087, 3.61, 8.21
16.8077, 3.09, 5.58
16.9072, 6.9, 3.75
17.0062, 8.21, 4.14
17.1046, 2.83, 4.93
17.2032, 6.64, 5.32
17.3035, 6.9, 2.3
17.4023, 4.14, 2.57
17.5012, 9.52, 7.42
17.5994, 7.55, 7.03
17.6994, 9.26, 7.55
17.8088, 5.19, 8.6
17.9072, 6.24, 10.57
18.0166, 10.83, 10.18
18.1053, 3.88, 10.83
18.2053, 8.47, 12.54
18.3037, 4.27, 6.37
18.4027, 8.21, 8.34
18.5022, 6.64, 7.29
18.6005, 7.29, 9.52
18.6992, 5.98, 10.44
18.7992, 9.26, 14.91
18.9085, 5.85, 13.07
19.0079, 7.82, 5.45
19.107, 3.48, 4.4
19.2176, 8.47, 5.19
19.3048, 5.98, 4.66
19.4039, 7.42, 4.8
19.5023, 7.82, 4.8
19.602, 5.71, 4.4
19.7014, 8.6, 7.42
19.7996, 6.24, 8.21
19.8991, 4.93, 9.13
20.0091, 3.35, 7.16
20.1075, 2.43, 7.03
20.2068, 1.25, 2.3
20.3057, 4.8, 5.85
20.405, 9.92, 6.5
20.5039, 6.9, 3.61
20.6032, 2.57, 2.43
20.7013, 3.22, 3.22
20.8012, 1.51, 3.35
20.8997, 0.59, 3.22
20.9991, 0.59, 5.98
21.1095, 1.12, 4.66
21.208, 2.57, 7.69
21.3061, 4.27, 7.55
21.4064, 2.83, 5.58
21.5045, 2.04, 4.01
21.6035, 2.17, 3.35
21.7029, 0.86, 2.43
21.8022, 1.78, 4.53
21.9005, 5.71, 6.37
22, 4.14, 5.19
22.0984, 3.09, 4.66
22.2084, 6.37, 5.71
22.3079, 7.42, 5.45
22.4065, 4.14, 5.06
22.5058, 2.96, 4.8
