0, 0.59, 0.59
0.100419, 0.59, 0.59
0.19934, 0.59, 0.59
0.298313, 0.59, 0.59
0.396801, 0.59, 0.59
0.496019, 0.59, 0.59
0.595221, 0.59, 0.59
0.693901, 0.59, 0.59
0.793713, 0.59, 0.59
0.892621, 0.59, 0.59
0.990971, 0.59, 0.59
1.09991, 0.59, 0.59
1.19975, 0.59, 0.59
1.2997, 0.59, 0.59
1.398, 0.59, 0.59
1.49737, 0.59, 0.59
1.5959, 0.59, 0.59
1.69533, 0.59, 0.59
1.79383, 0.59, 0.59
1.89256, 0.59, 0.59
1.99192, 0.59, 0.59
2.09133, 0.59, 0.59
2.19957, 0.59, 0.59
2.30019, 0.59, 0.59
2.39838, 0.59, 0.59
2.49831, 0.59, 0.59
2.59662, 0.59, 0.59
2.69562, 0.59, 0.59
2.79448, 0.59, 0.59
2.90295, 0.59, 0.59
2.99323, 0.59, 0.59
3.09264, 0.59, 0.59
3.19115, 0.59, 0.59
3.29963, 0.59, 0.59
3.39948, 0.59, 0.59
3.49933, 11.89, 11.49
3.59737, 11.36, 10.83
3.69672, 4.01, 3.22
3.79655, 2.43, 6.76
3.89614, 0.59, 10.57
3.99299, 0, 8.6
4.0936, 0, 7.29
4.19188, 0, 9
4.29271, 0, 9.13
4.39931, 0, 8.47
4.49972, 0, 9.13
4.59812, 0.86, 8.21
4.69792, 1.78, 8.21
4.79672, 2.57, 7.42
4.89669, 2.83, 6.37
4.99482, 2.3, 5.32
5.09466, 1.78, 4.14
5.19269, 2.04, 4.14
5.2921, 2.69, 5.19
5.39077, 2.83, 5.19
5.49952, 2.57, 5.32
5.6001, 2.83, 4.93
5.69885, 2.83, 5.06
5.79894, 2.57, 5.06
5.89646, 1.91, 4.4
5.99538, 2.3, 5.06
6.09581, 2.3, 4.8
6.19434, 2.3, 4.66
6.29287, 2.96, 5.19
6.39204, 3.75, 5.85
6.4907, 3.35, 6.11
6.5986, 3.35, 4.93
6.70063, 2.96, 4.27
6.79935, 2.96, 4.14
6.89774, 3.48, 4.4
6.99664, 3.22, 4.4
7.10527, 2.96, 4.01
7.19527, 3.75, 4.4
7.29497, 3.75, 4.8
7.39292, 3.75, 4.53
7.49166, 3.09, 4.8
7.59067, 2.96, 4.66
7.70012, 2.96, 4.93
7.80033, 3.22, 4.8
7.90592, 3.35, 4.93
7.99853, 3.48, 4.53
8.09687, 3.48, 4.27
8.19586, 3.22, 4.66
8.29604, 3.09, 4.53
8.39457, 3.09, 4.4
8.49401, 2.69, 4.8
8.59251, 2.83, 4.27
8.69188, 2.69, 4.4
8.79993, 3.61, 4.4
8.90053, 3.09, 4.4
8.99889, 3.09, 5.06
9.09815, 3.09, 4.66
9.19765, 2.83, 4.53
9.2956, 3.35, 4.66
9.3947, 2.96, 4.27
9.49419, 2.96, 4.01
9.59302, 3.48, 4.14
9.69204, 2.83, 4.01
9.79061, 3.48, 4.01
9.89992, 2.96, 3.88
10.0001, 3.35, 3.61
10.0999, 4.01, 4.4
10.1977, 4.27, 5.06
10.2983, 4.27, 4.66
10.397, 2.43, 3.75
10.4948, 2.96, 3.61
10.5942, 3.48, 4.01
10.6931, 3.48, 4.53
10.7923, 3.61, 4.14
10.8918, 3.22, 4.4
10.9995, 2.96, 3.88
11.1011, 2.57, 3.75
11.1986, 2.3, 3.48
11.2999, 2.3, 3.75
11.3974, 3.75, 4.27
11.4968, 5.32, 5.98
11.5948, 4.8, 6.37
11.6937, 4.66, 6.24
11.7935, 5.06, 5.71
11.8919, 3.35, 4.8
11.9909, 3.75, 4.14
12.0994, 4.14, 4.93
12.1995, 3.88, 3.75
12.2984, 3.48, 3.09
12.3976, 4.01, 2.83
12.4977, 4.53, 3.75
12.5952, 4.01, 3.22
12.6952, 3.22, 3.09
12.7947, 4.53, 4.53
12.8931, 2.96, 3.88
12.992, 3.61, 3.22
13.0911, 4.27, 4.53
13.1995, 4.8, 4.53
13.3002, 4.27, 4.8
13.3989, 2.96, 4.8
13.4986, 2.83, 2.83
13.5969, 3.09, 3.35
13.6962, 2.96, 3.22
13.7943, 4.4, 4.53
13.8944, 2.69, 5.19
13.9927, 4.01, 4.93
